name;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;Condell con Bellavista;Bellavista con Errazuriz;España con Argentina y Errazuriz;Argentina con Colón;Colón con Edwards
81;940,1345378141;928,9611785938;925,7945192793;929,665889713;831,8869716505;817,9835015221;821,0770544123;825,0607941045;792,284259584;727,3896677666;714,2018815113;720,3690701976;732,5374059019;675,7675668241;673,9781569211;606,480096102;609,8769946927;619,3115255403;628,5721239037;643,6295017776;672,4687125818;532,5205625671;510,6733271785;507,4185185424;513,3742983676;532,5722578799;546,7476212631;570,7054957173;603,8562487951;541,042471553;499,844463949;468,7515048889;445,0776255264;422,5337370692;404,4633442601;402,7428352931;456,9716932132;405,7316443416;351,7861161297;318,8511263478;299,0353042906;309,2032193052;339,5585982331;370,3385178647;370,3385178647;433,7841308004;485,032889942;431,9503687088;372,974084149;331,5907838547;296,7219769315;256,0512236427;209,2158078478;190,8748261486;242,6432708247;192,3493338807;175,3092278923;75,7171775736;107,5129311594;192,6039458664;244,6038266675;283,5948459652;331,5466494519;380,6266788471;339,9377967286;296,891895459;255,1001913108;190,7640031194;99,5948157074;34,2759121639;71,4423615188;182,4656313882;252,7807419941;175,9655835279;153,3530731927;182,6180081575;251,1019655141;308,5288582523;349,5184399304;362,7174595797;416,1178481944;384,9071248621;340,9995267214;298,4538433682;285,7918349501;312,8478522707;357,8847223215;449,8664809643;405,8074207483;376,0579180795;384,5026132404;416,020812857;450,9171731604;482,7514173367;601,5435407359;556,8809806765;524,7678946333;490,2268625449;461,5868868644;452,3112009884;474,8279240982;518,0227397262;606,8191777001;579,4743022152;563,6078136667;563,4500583391;579,0326027194;604,9074016547;625,9992501025;655,2024262562;694,5689307692;733,2320317671;747,4131651811;697,0774123976;693,8036327065;702,8646906971;759,3572903937;737,1245820838;663,1051687233;693,5912843536;762,8750076904;840,8497193303;822,0922851527;876,9532921917;958,8179724774;957,4242430828;928,9146286851;1057,6077097799;811,4754247937;789,6931113066;782,0599148894;776,8639345047;818,68141805;983,3303279834;951,4889652058;919,4871808991;1159,8164550796;589,1157845758
82;936,4616854204;922,9249321636;917,3119680895;919,3216275424;829,1322353776;813,0452131796;814,3777380993;816,3543002461;781,0398835173;717,7064824243;706,8175200319;715,7834643427;731,4974213644;674,9674882484;669,2969029938;606,1113564416;604,810541392;611,6676106674;619,5869525574;632,474345754;659,0276260556;539,4253358471;512,4910818995;505,8995216941;507,3474023453;523,1827294052;535,7728081932;557,7451447118;588,566352188;523,0471216185;484,1839672987;455,0989518694;433,3793598168;414,4355194926;401,603231317;406,2054827294;465,8715288746;417,2981751584;369,1082373092;332,252033375;304,2117350172;304,6090786441;327,9826294409;354,7839253549;354,7839253549;414,5196702775;463,805659511;406,2516720952;348,5862017466;308,6769262422;275,4638871853;238,6689958997;200,2272694955;200,2239210144;264,6883974551;220,5172500846;205,9543330642;98,6101416663;84,1658362511;163,9570204362;215,2175098955;253,8029458664;301,6287395469;351,0549911378;309,0329456646;266,1349046814;224,4486168697;160,4173581415;70,6116432669;35,0250468992;99,3672137962;212,720295448;276,0635517893;192,17573042;154,2432733307;164,320148917;226,0464909195;281,1861884237;321,12980043;333,3162327334;390,9763777739;361,380081831;321,2642294234;285,9075370145;286,2379443378;323,6957923132;375,2127820915;464,1342607019;414,4456780738;376,0578061595;373,7412310353;398,7063165577;430,1728636569;459,7784899141;580,1768998426;535,95318595;505,7393872413;474,7967283934;451,7165277843;451,6700132058;482,3057409523;530,8176230817;618,1004148494;585,6689109496;562,1701464013;554,1819349947;564,9475965984;587,5364252374;606,601551487;634,454712971;674,1653810309;713,0258931064;728,587715893;680,6038067821;680,9368786521;694,1589326502;756,2697002145;742,6318842104;669,0746469987;704,054969869;772,4436595979;849,8642469016;827,2493700924;877,5039603125;961,9929236402;963,2630057893;937,3890996374;1065,4113012988;802,0335372005;776,9783359093;765,6107700727;756,7429916329;798,6587134892;979,6845895153;940,170215512;898,9451454316;1168,0357456411;597,3410376715
83;931,3371370162;908,5937304048;893,2377080065;887,6780961861;828,873056931;804,4131197949;798,7164345104;792,5835568056;747,3871382727;691,4678898257;690,1090309483;710,078295725;739,3648003629;684,7892767728;664,1030803656;619,0881447493;599,5525397962;595,9212199937;598,1943686222;601,8348421969;618,2435169941;580,9949593147;536,3210912869;517,3846390219;501,1840159618;502,8364488275;508,4355546503;521,3745940702;541,3871379218;465,6060513258;438,4309339919;419,3025612956;406,9777208269;403,987635374;412,5117565668;440,2072552984;516,5870080575;478,6650426613;450,4206746062;402,9578269376;350,2732055105;315,8625008865;308,908738504;316,0371225722;316,0371225722;355,0828570419;393,1334316853;314,8753219719;266,4539161923;237,0187742057;215,7681134634;203,7926202163;209,3753444459;269,1414096587;362,9748345325;334,8951284796;325,9123533109;208,6004594454;88,7612852624;72,8413465111;109,0186673132;142,2973982593;188,0775730448;238,9694384422;188,8617093576;147,2515414926;106,9399322839;50,4338275336;63,9979068121;140,5847053109;216,3375659826;331,9465647521;377,7348547317;280,4600148718;208,1484829364;143,9306895006;151,5357144486;186,2341753868;217,6695931446;223,1004532874;303,8866088078;284,1481067909;266,1912008702;267,88937636;318,651379382;387,7019564308;457,0761006375;533,8361167219;467,0184496733;400,161735583;355,7711496836;350,234414241;363,9790714662;381,6597906834;506,9308255337;465,684505932;445,087132736;431,4656057571;433,2335676959;469,6168446259;528,5036795343;594,0396543481;674,4027525519;624,5449235701;573,2724872261;534,4475229041;524,6251762296;532,2766821382;541,8647086678;563,1033220262;603,7657557099;642,9812356686;664,4544906965;627,4688524948;643,2165496321;673,4191552463;756,8552860315;776,1140227943;705,4521815352;756,1084646279;820,3739131561;894,8980447127;858,296895932;890,5245050957;984,1424125683;995,4417702256;979,5962136392;1104,1197104428;776,5490823463;738,3422214719;711,3151744855;686,5480126087;728,4468142901;974,2350782098;904,337794326;825,5786803355;1207,6380747672;642,280476916
84;935,4805375586;907,9954068987;887,4777048899;877,7982998177;836,3427734728;807,686176408;798,2834321374;787,8057089789;737,5759624703;686,3912559354;690,2540863068;715,8588925277;751,8782649792;698,9090381044;670,7170060421;635,6662362231;607,0677509553;597,9113558423;597,0780470471;595,5353836909;605,9366026132;611,9160782138;559,5804237277;534,9655767249;510,1016015099;504,1167155292;505,7212938618;513,2652988536;526,5928441735;446,1587560498;426,8123537372;414,1325874813;407,5779102234;413,3807565177;432,4747086998;470,2622047495;552,6044704887;519,8860381906;500,0937347378;449,2827308622;388,1472825852;339,8909222102;317,9598676789;313,4583552878;313,4583552878;337,7347159501;367,061342971;276,38458264;237,3561812409;218,0106797902;207,4993804452;212,9674470449;240,3471247223;318,4956527566;419,7860072734;396,8482945003;389,3995187758;270,4309829975;141,7737379974;75,7255353853;74,4166345042;93,6399902092;133,6759212445;184,610186986;125,7790875216;86,3601034845;50,9051178078;44,7799896784;123,7937407304;203,0714050781;279,2302500016;395,1239161315;435,0610017526;334,9935646069;255,3197787451;170,2229304653;140,3522733435;151,1652455158;171,9312480166;170,4056414028;268,1348837581;256,7173983925;255,4182785787;279,1645708284;351,1257349948;430,9572973288;506,2046578493;577,0121286188;503,8206113564;425,7996592377;361,9255331586;338,9226512081;340,7616289349;349,8161752435;475,6383613024;437,0559858194;423,0364419315;420,3703727946;436,2434962338;490,3903910704;561,3852220574;633,706720953;710,1326518581;652,6550320652;588,5471143336;534,2600895557;513,0469185006;511,7192485314;515,3588388169;532,1753632129;572,9175135097;611,9180698507;636,750188601;606,7397261508;631,1979277582;670,4548440846;764,31568566;800,0520039316;731,4569920574;789,1623881833;850,9917510123;923,6357614746;880,3913764619;903,2816725393;1000,9621252232;1017,2584071313;1006,4798561133;1128,6918819489;769,8544089245;724,7047453547;688,9611278355;654,9722746319;696,5057480744;977,9314130841;892,0164750925;791,0841576141;1232,2646604822;674,0050471878
85;938,8813207889;907,0910999034;881,8282092584;868,3134616915;843,2915469902;810,8930252847;798,0877661949;783,5989305924;728,9342095234;682,5880704234;691,3154891267;721,9688786611;763,9547871326;712,8049578853;677,9355871189;652,2799629127;615,6755718878;601,5067966493;597,7877073115;591,3900383616;595,9766899597;641,5302632841;582,8662311506;553,4608585692;521,0994722817;508,1836231748;506,0406336945;508,3851506091;515,1271918467;431,3483550924;420,0035733896;413,738203888;412,7151450618;426,4050699182;454,4886722436;500,4473954266;587,11911666;559,1213122454;546,6221859214;493,3513584011;425,9535841915;367,2485789487;333,1582174923;318,3032417458;318,3032417458;327,5279822501;347,2136362124;245,8641233063;219,1953449913;211,8964077106;212,8157911739;233,3334100072;276,317648312;366,2711381384;472,67259746;454,2027042336;448,3592169283;327,9366640932;195,5972001816;113,3864950984;79,3893639791;68,8653713993;90,3102506105;137,7935026301;69,4142375486;42,4450698073;44,2761319828;95,506593688;182,6475042605;262,361491795;338,5929535357;454,543754721;491,4618002757;390,0996448666;306,940373767;212,6150111159;158,7239973717;142,6408851934;146,4158741326;134,098237931;249,4197514112;248,0139018738;263,7120700968;305,4942838194;391,623596048;478,1643003948;557,0570116297;623,2953388535;545,7893537678;460,0415233283;381,4781536594;343,3195959618;333,2299916588;332,7761131872;456,7610545209;421,6249373721;414,7132873985;422,9340960947;451,4901189907;519,9327595599;599,9353684518;677,0942296822;750,125694621;686,8180669049;612,4982252122;545,1801591864;513,6020954255;503,4722834202;500,9924639145;512,9726565088;553,3731867016;591,7950170968;619,9138338239;597,2470334328;630,0131876367;677,4741671867;780,1667555016;830,0139267649;763,4649644914;826,7042909649;886,3252739746;957,1778409728;908,4665863109;923,1606810808;1024,0640498878;1044,6505478783;1038,2292581693;1158,1753302737;772,6961394491;721,2223473959;677,1579320847;633,9742415892;674,8423709629;980,7467672656;880,1599897616;766,2297656385;1261,5851471041;703,9251841318
86;937,0225756701;903,442175184;876,2076263366;861,0999549705;843,0793098469;809,1324010844;794,9002349837;778,736054764;722,2990728462;678,0952104398;688,8700349586;721,6120170219;766,0774669058;715,8110288047;678,1500437611;656,5942078556;616,6452372163;600,3745076107;595,4355837359;586,9907169048;589,097291782;651,5228260447;590,2470371413;558,8660263132;523,4074053019;507,5821564666;503,8482472221;503,9648653411;507,8757767296;423,0443795414;415,194912143;411,7155431459;413,062215169;430,0287529966;461,793310139;511,0719140998;599,3888850862;573,5465053196;564,3726735828;510,0881864691;440,1449423296;377,3070162604;338,3857407965;319,3018658497;319,3018658497;321,9544716575;337,2700166298;232,1704780917;211,6110876816;209,873587901;215,6905254485;241,9778161415;290,6597506908;385,0176187237;493,5477435871;477,4520138614;472,7001371512;351,381903488;217,7101398085;131,7783331886;90,1556649836;67,6071068142;74,4819720661;117,92082597;50,8537416822;43,5433509156;64,4491528469;120,5754030511;207,9982191733;287,6111329367;363,7990691011;479,6885055034;516,6571156038;415,1048196958;331,3261950225;235,2359199581;175,7016132532;150,6241693612;146,3100454538;128,5075465317;249,8673191941;252,9713892827;275,2285645278;322,867495884;412,9788295452;501,2611710266;581,0479504769;646,0059692925;567,3012800362;479,2992777469;396,0712525534;352,5158772807;337,6290348806;332,9726565858;455,2756257777;421,897710085;418,1592813927;430,8615196262;464,1799239567;537,4877042625;620,317119618;698,9069420177;770,819695639;705,6544977915;627,8936492277;555,8853676513;520,2927071196;506,5055734909;501,3514919886;511,0919281512;551,1899340146;589,2259066647;618,7645305763;599,413205305;635,6156714518;686,3035672086;792,2646483846;847,2487429567;781,4807086947;846,5406364591;905,3770081323;975,5667273273;924,9593519798;936,6185750499;1038,6440864336;1060,7957744779;1055,941047471;1175,0133357772;779,6561997575;725,6541308181;678,1068218399;630,8875652899;671,3517207823;978,5896680764;871,9394533625;761,0763499605;1278,3165199737;713,9310644364
87;934,9165273097;896,8347967105;864,5773959053;845,3581050124;845,5426623908;807,7744653517;789,9289369476;769,493174301;708,7067638259;670,3706137851;686,383573503;724,2903895651;774,8203869828;727,0412634004;682,5438919858;671,4495393392;623,3820223548;601,890168962;593,8592461882;580,1784879711;575,7523356579;680,3601444311;613,1180945224;577,1418451019;534,3351712553;511,3422978141;503,5799319093;497,9197253412;494,318047427;407,7864232991;409,3768583115;413,1843041334;420,5247552474;445,364701971;485,6521564284;542,3678015932;633,9873476223;613,3844202023;611,9874862874;555,6311294852;480,3609660214;408,7745874162;359,253884354;330,3953079157;330,3953079157;316,1664013355;319,2149351315;206,9422101307;205,1704039005;218,040394187;235,2761912515;273,3940967085;333,1184203669;435,8332378758;548,5150568037;537,7180401323;535,3723441751;412,3328093671;276,7487936069;186,3177838057;136,4218666762;99,7344957077;68,4539432561;81,8162509776;52,7900731523;89,76033493;125,2275057624;185,2265590617;272,9431478738;352,3358088894;428,4114896261;544,1388547514;581,317845222;479,4041368916;394,4709491826;295,3990888777;226,7411391937;186,2693496565;165,3666977244;136,94965374;262,9135156379;276,5313485196;312,6604373009;371,8902804106;469,7320604545;561,4956249063;643,123952969;705,2004837504;623,9567274437;531,2553412062;438,3128144556;383,2052243675;357,4166326978;342,6409799935;458,38796995;429,9635655588;434,1442737845;457,4317709415;501,4800156283;585,3906664009;674,3306061788;756,0172555097;825,2747192559;755,9457608185;670,4564350516;587,8388592531;542,9337550693;520,338527208;508,5591436671;512,4922730275;551,3962531064;588,0947263175;621,0416020802;610,2323101821;654,7034905293;712,9819299125;826,405364071;893,4973876627;829,6989425273;898,8998658597;955,8147969472;1024,3420712112;969,3004007898;973,648716814;1078,1909230122;1104,0869564723;1102,9999783514;1219,8329190566;801,3292251139;741,3206584516;685,3085849686;628,0901896329;667,2274954638;975,5829413552;853,5089056249;752,1103995588;1322,7730775881;742,4914418213
88;1084,3127861555;1087,7712377889;1098,7970672075;1112,8518438587;973,343600469;973,1147631976;986,3621120765;1001,4586566454;982,8183362132;911,4378598739;886,4090175823;876,6116724226;866,8584710059;811,1261294356;832,5512516385;742,8371210497;773,3826739876;796,2535148491;812,0767546149;837,414611244;876,315593943;626,6224106071;640,2631084669;657,0149668723;686,9446376207;721,8437065664;742,9020675271;775,061044144;817,4474095797;766,7080766519;717,5951483135;679,5127033832;648,7477089904;611,6925482259;569,8131199557;533,4061995983;545,1291587645;481,7958291536;392,0121657703;399,086203995;436,3318561041;492,8846933793;548,7330315754;592,2206505698;592,2206505698;666,087059836;722,5716124075;681,1303938968;619,9578412592;575,8752527838;537,8634386554;488,9312166644;422,1138886874;336,5273026678;277,3376104603;187,0147730805;133,3785169385;238,4626251572;357,7070497402;445,1550441303;496,8929436327;535,4192918328;583,121930125;632,7356964236;579,3365595591;534,0275807104;491,8692506732;427,0107711448;336,5252509637;257,4261931259;182,4990348856;75,6907452705;98,8348032685;168,4289776326;254,7259182761;357,2094895128;447,1092218761;513,9034399894;560,4107714534;582,0391035435;596,8547986062;556,0174325993;490,7654283335;409,6370776533;315,0046289268;250,1573707365;218,1470858889;317,6700167751;332,716438749;380,2932550682;465,7227147241;539,0873121626;595,439525908;641,8477017615;740,2609066729;694,7224274537;649,9171260876;590,9865632744;524,0673028497;445,5237330512;397,7204610769;388,5743804411;480,6893582589;498,8202253951;547,2824203553;609,2224484188;661,1173287457;711,0574621031;747,1805723426;785,9309323248;820,4903784531;855,7376094269;857,5999138722;790,2447853447;757,7779077004;732,5623318009;739,693043963;648,739084189;576,3501379928;567,4320962737;639,7695551008;718,2989208482;731,6140129433;821,1806600659;878,2913656519;855,5536017001;807,0850035027;936,9509930941;840,7197244976;846,9850070711;870,7182788088;896,8354612144;936,2215580019;1126,3226513927;1139,5255000678;1038,3211631113;1033,3548676429;668,6693403684
89;1041,6797338688;1038,6149550885;1043,229237944;1052,6105201139;931,2530915955;924,9823440417;933,7636381216;943,8901630423;918,604817621;849,8812044942;830,079751087;827,3171538745;827,0516641276;770,3367266897;781,8712237525;700,8456418624;719,9957911852;737,1307291611;750,1267667078;770,9282053149;805,2999835393;600,5614076442;599,6070345466;608,1881086815;628,2269171543;656,5542998283;674,6718563231;703,2525918457;741,4337569339;684,4055016358;639,0309589058;604,0345214213;576,2723782029;545,2299773461;512,8099247858;489,9470494692;519,5815699509;459,2007478317;380,1827535955;370,8891637766;386,8414235594;426,5688793294;472,6484389161;510,7960349602;510,7960349602;579,895831221;633,6729448673;584,3493723582;524,8716748995;482,536015648;446,2787288134;401,3119759867;342,0906349262;277,7184808163;257,7440158544;168,3166026983;113,1402538483;158,4687712311;259,7793240377;343,7533652336;394,509213361;432,3743439325;479,7714348174;529,8318020532;473,9325597227;428,6336645123;386,4675489763;321,6136440066;231,4112326941;153,1423412648;81,0343743059;58,4603372236;109,5561981311;93,3391998744;160,9526461453;256,7104897402;345,3635487108;411,5049468836;457,5376936792;478,1315867685;499,8541373044;460,6379647307;399,2028111945;325,5831030945;252,0737514047;222,8687618635;233,2748009092;333,8581842337;317,5311739178;332,1979873573;393,1147741112;455,7573106744;507,2335569424;550,4748617186;655,5253419044;609,7319526447;568,015057463;515,515873009;459,7366896731;405,1988326349;387,7320081802;405,7577837556;498,4058315001;493,8353390574;514,2928617784;553,0495630585;593,078050719;635,8632830256;667,732851582;703,9959695005;740,3305769493;776,9370084196;782,7122373228;720,2647664241;697,4962890785;684,6428085992;711,7831192911;650,4183790618;576,0295212426;586,7361716837;658,5144686343;737,6576743344;735,3896208029;809,9495440387;878,8622839748;865,9979719783;826,8986699858;957,1174269029;794,3530468463;790,1714386068;803,0827324916;819,157650347;859,6051347224;1084,4280012594;1077,0886651055;961,9417280619;1056,9257831788;649,5004291734
90;1004,6355216061;993,5525793696;990,0934603963;993,4669361699;896,2699627447;882,5799458528;885,6236952463;889,3026580143;855,7354119778;791,3690136058;778,6650655066;784,9555671324;796,5711227783;739,7554233761;738,5704302416;670,3751292979;674,4792140839;683,7248872409;692,7191469297;707,086663035;734,8283724332;592,7846178347;573,8702168771;571,651175433;577,947034148;596,589626496;610,2472831587;633,3045467826;665,0001643487;599,8646948119;560,6889517999;530,9261026474;508,2367956061;486,8165796404;468,9569740295;465,3662186107;515,8478819026;462,3113693195;401,4469480769;374,0333596207;361,091275521;373,8050909913;402,6979223382;431,2122494846;431,2122494846;491,2793755425;540,0573982681;478,9599672325;422,9489830907;384,2697725457;351,8749818629;315,3931613563;273,0815129029;251,178455297;285,4836167153;218,5038583464;184,6171488686;126,5574956169;160,5890671161;233,0270976055;281,0352473441;317,3094154872;363,9036044881;414,5671113975;354,2799858175;308,9991410295;266,8189133497;201,9792683222;112,760823238;42,2177430732;56,0937329991;166,5199795113;203,5999896426;115,3861217517;92,5779405878;150,9150427494;233,7896354037;297,7869636507;342,6017335717;361,2103437288;394,9505868532;359,1724292259;306,1905367868;250,4901504954;223,4338633737;248,8169161987;298,4337327255;387,6999539518;341,3125511195;313,5818590846;332,6104728453;374,8164145629;416,8398898851;454,1254891241;567,7271599854;522,2894082249;486,0784625235;444,7760345084;407,896510913;390,0113181258;410,2389125369;454,9720237577;543,0932265706;514,8834103292;501,5869485086;508,5265444633;530,775621462;562,3190786815;587,4633225223;619,583453138;657,9573300906;696,0061714104;707,1273781916;652,3985524914;643,2325278025;646,892800444;698,1861765828;672,5655529354;598,520071443;629,5938729607;698,636392713;776,4969443427;757,5590183729;813,6460977929;894,6084596449;892,8346869158;864,4721186101;993,082130111;756,1384694398;738,6486705606;737,0581360102;739,2838937489;780,7436182663;1047,8253232174;1014,9314716465;882,4496128228;1095,3474835157;648,2286878516
91;993,8390991132;979,4731549492;972,6406618304;973,458563259;886,7624860771;870,0540106963;870,6758865667;871,6071433119;834,6213752562;772,4329279308;762,849949509;772,9457079584;789,4371923435;732,9407632971;726,4475640199;664,1303718295;661,8661619552;667,6443454191;674,8335097804;686,2822087548;710,9275881609;596,4851354988;570,5316951733;563,8205541588;564,1282854898;578,3110299586;589,8543740441;610,2435491679;638,7860458046;570,2687765701;534,2903703727;507,2461418485;487,1625522139;470,4406266795;459,3602528291;464,0517279004;522,1080585347;472,071644259;419,1074937321;385,7230361037;361,6423979007;362,0889363243;382,2085385988;405,5459423755;405,5459423755;460,4867696364;506,4439425846;439,6906494036;385,8469267565;349,4863433962;319,6111161798;288,4707270242;256,5634123109;255,9279227635;308,7689657582;251,5027650596;224,2898433695;142,5440898887;131,483407916;192,6022675117;238,2275275914;273,284381791;319,2399550212;370,140496433;307,3065563061;262,0326964048;219,8458524123;155,0257921309;67,2168856559;33,3563947433;98,1984770623;212,4034142302;246,5948147557;151,3829857346;97,7684403448;116,7857852562;192,5591364536;254,5560451823;298,4272416108;315,8174709847;356,2074258182;322,6406970798;275,2127362129;231,3205243756;228,73889395;272,8741302794;332,2821561244;416,2616310342;361,0485470156;318,3177014101;317,9708503252;349,0144585641;385,590266775;419,4632468858;536,4945098301;491,5402696626;458,3147978254;422,8987809106;395,4831858999;393,7659807085;427,8221373103;480,9512961996;566,4565550286;530,175891707;504,1481421422;497,6862154351;511,7486898156;537,8319597821;559,65703766;589,6417652612;628,7537789194;667,2742427592;680,7617792072;629,8193492781;626,7338936733;637,442788207;698,2183476571;686,6127299425;613,3625547965;651,5162693107;719,0711023981;795,9901086364;771,004781507;819,6990915952;904,8717850947;907,302543434;883,0597396996;1010,5612900661;745,6827955858;722,6709849707;714,7910992473;710,8357149396;752,5804657314;1037,0616222787;993,5747490945;853,6590309408;1113,420190519;653,9238787473
92;996,2030449352;972,7052907145;956,1497782099;949,3510171456;894,0440276685;869,1268116314;862,8120909279;855,6981447359;808,988960983;754,4326811031;754,2533521052;775,063068299;804,7217116799;750,1336286862;729,154244496;684,3518335157;664,6592804285;660,3254311547;662,0148009029;664,3778666132;678,8411133793;643,6871121837;600,9200480096;582,6257242724;566,3559399568;567,0263131946;571,7934415735;583,2689891257;600,9066955541;522,9143540305;498,9724772423;481,8651979089;470,8906245284;469,1299295709;477,647449859;503,481647103;577,4915464668;537,0237529266;502,3902704686;458,2425270224;411,0810912709;380,7086703117;373,8987301511;378,9758121179;378,9758121179;413,0390735681;446,7355026621;359,5888299573;317,7038986952;293,5152896609;276,3823673696;268,4624599993;273,5108721608;323,3393099542;406,5185528442;365,9030029221;347,0659687342;243,2889206192;146,2355491883;132,8446976687;154,261794677;177,3823599262;216,17182415;266,5797845338;182,8417519065;137,0326775439;95,9310006396;39,0044559534;74,9607334885;150,6731504706;224,8917055272;339,9141345641;362,0787780924;259,4638387687;174,8744180952;87,0898930854;89,1790611899;136,1688682624;175,6882817209;189,6929761023;249,6092728761;225,11911121;201,5799856543;204,6068764178;267,6896957978;347,8575741626;425,1319656867;493,712682991;420,0949920996;344,2643600272;291,5132091066;285,3712476606;302,1188179004;323,7209190752;447,7953998705;405,4560787039;382,3706778806;366,4230333108;368,5450839826;411,0211096534;478,1148006246;549,9801855609;626,5389239184;570,6180302266;512,2870903879;469,4292046191;459,5374342253;468,8451958882;480,3977710349;503,5363252767;544,0155664555;583,21658098;603,1361782565;563,9015252136;578,096996553;608,2107517708;693,441413354;719,6384432496;650,192038904;705,9790659755;768,3689801644;841,5675510961;800,8270722136;828,8486745102;924,1426599951;937,8904832559;925,050112722;1048,1761096688;711,1969529402;673,3452762811;648,0713109802;626,9187993608;668,8999582053;1039,0555434681;965,1667014017;767,1795471536;1151,7585029672;704,5941169726
93;1003,9836379714;976,0597870379;954,669725784;943,9888945693;904,9497634451;876,1583420253;866,4122913557;855,2635176865;803,9322241706;753,8766976878;758,4990555132;784,4523042228;820,266631597;767,1232573611;739,3233121519;703,5207428042;675,6683354265;666,3605758579;665,2393779551;662,8874840451;671,7955331643;675,703606014;625,9454501361;602,5742444008;578,643250869;572,5635473739;573,7703105872;580,3770061576;591,8693286706;510,0638244296;493,3230078842;481,9774000904;476,0470091096;481,8492846386;499,4705278606;534,2087732074;613,8823271441;577,9513863157;550,9835722259;503,3468491153;448,1110206774;405,6012819473;386,3559095497;381,809994943;381,809994943;403,0148468082;428,5230575703;331,1913504572;298,9827328071;283,9128706795;275,6348890278;281,0766514171;303,0622498848;369,7131819251;461,4144642982;426,3852726372;409,9736646726;301,8641338892;189,3293247527;142,4105727435;140,1637809393;148,849421826;177,2485285847;224,4349631039;122,8738009285;77,612784706;43,0308729982;50,208877883;135,9790099799;214,1702917696;288,8929406657;404,0310530285;422,6251744771;319,1221446947;230,977697121;129,457338803;74,3781423372;86,6808745807;117,6593092751;127,2270794225;204,8889269706;189,6198303058;187,3561636691;219,3446467584;305,7098919215;395,560557525;477,6468306146;539,5784854799;460,0475747779;373,0393554864;298,153339244;270,5218312041;272,896377748;284,7662516862;410,6068335018;370,8971998153;355,0974938621;351,8876653946;370,7164244043;433,4146291105;513,2355472822;591,7343326868;663,6230545541;599,8332691824;527,6603240993;467,4254657241;444,4854891463;443,6298622507;448,6192594996;467,0657612116;507,8219401296;546,9545180386;570,5217092451;538,7492077084;562,6001623245;602,7865297854;699,4098838026;743,5706114177;676,670352884;739,8000964917;799,323515428;870,2576755594;822,4849520478;840,3045647468;939,7992771555;958,8972318687;951,5229245013;1071,9114854532;701,5645891673;656,1087775345;621,3239162218;590,2720957602;632,0030664854;1046,4008126847;957,46229976;727,9033197746;1175,3756023782;737,5064003091
94;1015,4044513967;983,0622100153;956,7716989129;942,0945518185;920,0050876302;887,4273637497;874,2238606042;858,9782919853;803,159878982;758,1465306822;767,6736591584;798,674019737;840,4501154446;789,0750191654;754,652955498;728,0723627157;692,3618067613;678,128817899;674,1570606161;666,9772686707;669,9994280062;712,8420512458;656,8068623726;628,7675758183;597,6057905283;584,8580799599;582,4333951472;583,9402829949;588,8420920408;504,1364677305;495,3261754333;490,1472242834;489,4320972405;502,6027091667;528,6820251477;571,3118004579;655,5348472312;624,0056523281;604,0427745691;553,6460383691;491,8764696953;439,2108254295;408,8339133407;395,0161978833;395,0161978833;402,3606425417;418,3403921927;312,1646342792;292,5172332714;288,1603635102;289,4065246373;307,2968380525;343,2240305831;422,3369570241;520,3149135646;489,9829510047;475,5595712591;364,4495229335;243,6514847478;177,4512460314;154,2362767366;144,6822763932;154,7010738947;192,9777080964;68,2729316556;37,5763160086;53,5009642488;110,5388498853;201,3115586466;280,3860211661;355,419031224;470,666097502;486,7698973535;382,9151223309;293,1044840716;187,4912503508;108,9315407255;69,938467367;70,5587466919;66,2624835514;172,8191579457;172,2869700588;195,9901304146;252,3822973164;353,9136994792;449,9976552713;535,361947547;591,4232550044;507,4829204206;412,2063961783;319,7139723977;271,6843593653;257,2769405152;256,1511764712;380,4948557656;344,9555802245;338,4037706952;349,7570703464;385,3466039431;465,7724525117;555,9452678086;639,6941290827;706,9695961976;636,4069078943;551,9827970957;475,5112201763;439,2572474418;427,0591350346;424,3007603919;436,815449581;477,3137555138;515,8839914244;543,465527022;520,6464166924;554,8684105402;605,267832623;712,604626916;774,1169176534;710,0880542906;779,7251132775;836,2614629724;904,7195376758;850,378454731;858,0280872595;961,214184148;985,5260877245;983,5227796863;1100,8285119918;698,6051412869;645,4105701714;600,4418911703;558,295119548;599,3608781332;1057,2058339246;953,0462316678;691,8190905978;1203,8842853082;775,1277240484
